"","mouse","human"
"14405","Sidt2","SIDT2"
"14406","Sigirr","SIGIRR"
"14407","Siglec1","SIGLEC1"
"14408","Siglecg","SIGLEC10"
"14409","Siglec15","SIGLEC15"
"14410","Siglecf","SIGLEC5"
"14411","Siglecf","SIGLEC8"
"14412","Siglece","SIGLEC9"
"14413","4931406B18Rik","SIGLECL1"
"14414","Sigmar1","SIGMAR1"
"14415","Sik1","SIK1"
"14416","Sik2","SIK2"
"14417","Sik3","SIK3"
"14418","Sike1","SIKE1"
"14419","Sil1","SIL1"
"14420","Sim1","SIM1"
"14421","Sim2","SIM2"
"14422","Simc1","SIMC1"
"14423","Sin3a","SIN3A"
"14424","Sin3b","SIN3B"
"14425","Sinhcaf","SINHCAF"
"14426","Sipa1","SIPA1"
"14427","Sipa1l1","SIPA1L1"
"14428","Sipa1l2","SIPA1L2"
"14429","Sipa1l3","SIPA1L3"
"14430","Sirpa","SIRPA"
"14431","Sirpb1a","SIRPB1"
"14432","Sirpb1b","SIRPB1"
"14433","Sirpb1c","SIRPB1"
"14434","F830045P16Rik","SIRPB3P"
"14435","Sirt1","SIRT1"
"14436","Sirt2","SIRT2"
"14437","Sirt3","SIRT3"
"14438","Sirt4","SIRT4"
"14439","Sirt5","SIRT5"
"14440","Sirt6","SIRT6"
"14441","Sirt7","SIRT7"
"14442","Sit1","SIT1"
"14443","Siva1","SIVA1"
"14444","Six1","SIX1"
"14445","Six2","SIX2"
"14446","Six3","SIX3"
"14447","Six4","SIX4"
"14448","Six5","SIX5"
"14449","Six6","SIX6"
"14450","Ska1","SKA1"
"14451","Ska2","SKA2"
"14452","Ska3","SKA3"
"14453","Skap1","SKAP1"
"14454","Skap2","SKAP2"
"14455","Ski","SKI"
"14456","Skida1","SKIDA1"
"14457","Skil","SKIL"
"14458","Skiv2l","SKIV2L"
"14459","Skor1","SKOR1"
"14460","Skor2","SKOR2"
"14461","Skp1a","SKP1"
"14462","Skp2","SKP2"
"14463","Sla","SLA"
"14464","Sla2","SLA2"
"14465","Slain1","SLAIN1"
"14466","Slain2","SLAIN2"
"14467","Slamf1","SLAMF1"
"14468","Slamf6","SLAMF6"
"14469","Slamf7","SLAMF7"
"14470","Slamf8","SLAMF8"
"14471","Slamf9","SLAMF9"
"14472","Slbp","SLBP"
"14473","Slc10a1","SLC10A1"
"14474","Slc10a2","SLC10A2"
"14475","Slc10a3","SLC10A3"
"14476","Slc10a4","SLC10A4"
"14477","Slc10a5","SLC10A5"
"14478","Slc10a6","SLC10A6"
"14479","Slc10a7","SLC10A7"
"14480","Slc11a1","SLC11A1"
"14481","Slc11a2","SLC11A2"
"14482","Slc12a1","SLC12A1"
"14483","Slc12a2","SLC12A2"
"14484","Slc12a3","SLC12A3"
"14485","Slc12a4","SLC12A4"
"14486","Slc12a5","SLC12A5"
"14487","Slc12a6","SLC12A6"
"14488","Slc12a7","SLC12A7"
"14489","Slc12a8","SLC12A8"
"14490","Slc12a9","SLC12A9"
"14491","Slc13a1","SLC13A1"
"14492","Slc13a2","SLC13A2"
"14493","Slc13a3","SLC13A3"
"14494","Slc13a4","SLC13A4"
"14495","Slc13a5","SLC13A5"
"14496","Slc14a1","SLC14A1"
"14497","Slc14a2","SLC14A2"
"14498","Slc15a1","SLC15A1"
"14499","Slc15a2","SLC15A2"
"14500","Slc15a3","SLC15A3"
"14501","Slc15a4","SLC15A4"
"14502","Slc15a5","SLC15A5"
"14503","Slc16a1","SLC16A1"
"14504","Slc16a10","SLC16A10"
"14505","Slc16a11","SLC16A11"
"14506","Slc16a12","SLC16A12"
"14507","Slc16a13","SLC16A13"
"14508","Slc16a14","SLC16A14"
"14509","Slc16a2","SLC16A2"
"14510","Slc16a3","SLC16A3"
"14511","Slc16a4","SLC16A4"
"14512","Slc16a5","SLC16A5"
"14513","Slc16a6","SLC16A6"
"14514","Slc16a7","SLC16A7"
"14515","Slc16a8","SLC16A8"
"14516","Slc16a9","SLC16A9"
"14517","Slc17a1","SLC17A1"
"14518","Slc17a2","SLC17A2"
"14519","Slc17a3","SLC17A3"
"14520","Slc17a4","SLC17A4"
"14521","Slc17a5","SLC17A5"
"14522","Slc17a6","SLC17A6"
"14523","Slc17a7","SLC17A7"
"14524","Slc17a8","SLC17A8"
"14525","Slc17a9","SLC17A9"
"14526","Slc18a1","SLC18A1"
"14527","Slc18a2","SLC18A2"
"14528","Slc18a3","SLC18A3"
"14529","Slc18b1","SLC18B1"
"14530","Slc19a1","SLC19A1"
"14531","Slc19a2","SLC19A2"
"14532","Slc19a3","SLC19A3"
"14533","Slc1a1","SLC1A1"
"14534","Slc1a2","SLC1A2"
"14535","Slc1a3","SLC1A3"
"14536","Slc1a4","SLC1A4"
"14537","Slc1a5","SLC1A5"
"14538","Slc1a6","SLC1A6"
"14539","Slc1a7","SLC1A7"
"14540","Slc20a1","SLC20A1"
"14541","Slc20a2","SLC20A2"
"14542","Slc22a1","SLC22A1"
"14543","Slc22a12","SLC22A12"
"14544","Slc22a13","SLC22A13"
"14545","Slc22a14","SLC22A14"
"14546","Slc22a15","SLC22A15"
"14547","Slc22a16","SLC22A16"
"14548","Slc22a17","SLC22A17"
"14549","Slc22a18","SLC22A18"
"14550","Slc22a2","SLC22A2"
"14551","Slc22a20","SLC22A20P"
"14552","Slc22a23","SLC22A23"
"14553","Slc22a19","SLC22A24"
"14554","Slc22a26","SLC22A24"
"14555","Slc22a27","SLC22A24"
"14556","Slc22a28","SLC22A24"
"14557","Slc22a29","SLC22A24"
"14558","Slc22a30","SLC22A24"
"14559","Slc22a19","SLC22A25"
"14560","Slc22a26","SLC22A25"
"14561","Slc22a27","SLC22A25"
"14562","Slc22a28","SLC22A25"
"14563","Slc22a29","SLC22A25"
"14564","Slc22a30","SLC22A25"
"14565","Slc22a3","SLC22A3"
"14566","Slc22a4","SLC22A4"
"14567","Slc22a5","SLC22A5"
"14568","Slc22a6","SLC22A6"
"14569","Slc22a7","SLC22A7"
"14570","Slc22a8","SLC22A8"
"14571","Slc22a19","SLC22A9"
"14572","Slc22a26","SLC22A9"
"14573","Slc22a27","SLC22A9"
"14574","Slc22a28","SLC22A9"
"14575","Slc22a29","SLC22A9"
"14576","Slc22a30","SLC22A9"
"14577","Slc23a1","SLC23A1"
"14578","Slc23a2","SLC23A2"
"14579","Slc23a3","SLC23A3"
"14580","Slc23a4","SLC23A4P"
"14581","Slc24a1","SLC24A1"
"14582","Slc24a2","SLC24A2"
"14583","Slc24a3","SLC24A3"
"14584","Slc24a4","SLC24A4"
"14585","Slc24a5","SLC24A5"
"14586","Slc25a1","SLC25A1"
"14587","Slc25a10","SLC25A10"
"14588","Slc25a11","SLC25A11"
"14589","Slc25a12","SLC25A12"
"14590","Slc25a13","SLC25A13"
"14591","Slc25a14","SLC25A14"
"14592","Slc25a15","SLC25A15"
"14593","Slc25a16","SLC25A16"
"14594","Slc25a17","SLC25A17"
"14595","Slc25a18","SLC25A18"
"14596","Slc25a19","SLC25A19"
"14597","Slc25a2","SLC25A2"
"14598","Slc25a20","SLC25A20"
"14599","Slc25a21","SLC25A21"
"14600","Slc25a22","SLC25A22"
"14601","Slc25a23","SLC25A23"
"14602","Slc25a24","SLC25A24"
"14603","Slc25a25","SLC25A25"
"14604","Slc25a26","SLC25A26"
"14605","Slc25a27","SLC25A27"
"14606","Slc25a28","SLC25A28"
"14607","Slc25a29","SLC25A29"
"14608","Slc25a3","SLC25A3"
"14609","Slc25a30","SLC25A30"
"14610","Slc25a31","SLC25A31"
"14611","Slc25a32","SLC25A32"
"14612","Slc25a33","SLC25A33"
"14613","Slc25a34","SLC25A34"
"14614","Slc25a35","SLC25A35"
"14615","Slc25a36","SLC25A36"
"14616","Slc25a37","SLC25A37"
"14617","Slc25a38","SLC25A38"
"14618","Slc25a39","SLC25A39"
"14619","Slc25a4","SLC25A4"
"14620","Slc25a40","SLC25A40"
"14621","Slc25a41","SLC25A41"
"14622","Slc25a42","SLC25A42"
"14623","Slc25a43","SLC25A43"
"14624","Slc25a44","SLC25A44"
"14625","Slc25a45","SLC25A45"
"14626","Slc25a46","SLC25A46"
"14627","Slc25a47","SLC25A47"
"14628","Slc25a48","SLC25A48"
"14629","Slc25a5","SLC25A5"
"14630","Slc25a51","SLC25A51"
"14631","Slc25a53","SLC25A53"
"14632","Slc26a1","SLC26A1"
"14633","Slc26a10","SLC26A10"
"14634","Slc26a11","SLC26A11"
"14635","Slc26a2","SLC26A2"
"14636","Slc26a3","SLC26A3"
"14637","Slc26a4","SLC26A4"
"14638","Slc26a5","SLC26A5"
"14639","Slc26a6","SLC26A6"
"14640","Slc26a7","SLC26A7"
"14641","Slc26a8","SLC26A8"
"14642","Slc26a9","SLC26A9"
"14643","Slc27a1","SLC27A1"
"14644","Slc27a2","SLC27A2"
"14645","Slc27a3","SLC27A3"
"14646","Slc27a4","SLC27A4"
"14647","Slc27a5","SLC27A5"
"14648","Slc27a6","SLC27A6"
"14649","Slc28a1","SLC28A1"
"14650","Slc28a2","SLC28A2"
"14651","Slc28a3","SLC28A3"
"14652","Slc29a1","SLC29A1"
"14653","Slc29a2","SLC29A2"
"14654","Slc29a3","SLC29A3"
"14655","Slc29a4","SLC29A4"
"14656","Slc2a1","SLC2A1"
"14657","Slc2a10","SLC2A10"
"14658","Slc2a12","SLC2A12"
"14659","Slc2a13","SLC2A13"
"14660","Slc2a2","SLC2A2"
"14661","Slc2a3","SLC2A3"
"14662","Slc2a4","SLC2A4"
"14663","Slc2a5","SLC2A5"
"14664","Slc2a6","SLC2A6"
"14665","Slc2a7","SLC2A7"
"14666","Slc2a8","SLC2A8"
"14667","Slc2a9","SLC2A9"
"14668","Slc30a1","SLC30A1"
"14669","Slc30a10","SLC30A10"
"14670","Slc30a2","SLC30A2"
"14671","Slc30a3","SLC30A3"
"14672","Slc30a4","SLC30A4"
"14673","Slc30a5","SLC30A5"
"14674","Slc30a6","SLC30A6"
"14675","Slc30a7","SLC30A7"
"14676","Slc30a8","SLC30A8"
"14677","Slc30a9","SLC30A9"
"14678","Slc31a1","SLC31A1"
"14679","Slc31a2","SLC31A2"
"14680","Slc32a1","SLC32A1"
"14681","Slc33a1","SLC33A1"
"14682","Slc34a1","SLC34A1"
"14683","Slc34a2","SLC34A2"
"14684","Slc34a3","SLC34A3"
"14685","Slc35a1","SLC35A1"
"14686","Slc35a2","SLC35A2"
"14687","Slc35a3","SLC35A3"
"14688","Slc35a4","SLC35A4"
"14689","Slc35a5","SLC35A5"
"14690","Slc35b1","SLC35B1"
"14691","Slc35b2","SLC35B2"
"14692","Slc35b3","SLC35B3"
"14693","Slc35b4","SLC35B4"
"14694","Slc35c1","SLC35C1"
"14695","Slc35c2","SLC35C2"
"14696","Slc35d1","SLC35D1"
"14697","Slc35d2","SLC35D2"
"14698","Slc35d3","SLC35D3"
"14699","Slc35e1","SLC35E1"
"14700","Slc35e2","SLC35E2A"
"14701","Slc35e2","SLC35E2B"
"14702","Slc35e3","SLC35E3"
"14703","Slc35e4","SLC35E4"
"14704","Slc35f1","SLC35F1"
"14705","Slc35f2","SLC35F2"
"14706","Slc35f3","SLC35F3"
"14707","Slc35f4","SLC35F4"
"14708","Slc35f5","SLC35F5"
"14709","Slc35f6","SLC35F6"
"14710","Slc35g1","SLC35G1"
"14711","Slc35g2","SLC35G2"
"14712","Slc35g3","SLC35G6"
"14713","Slc36a1","SLC36A1"
"14714","Slc36a2","SLC36A2"
"14715","Slc36a3","SLC36A3"
"14716","Slc36a4","SLC36A4"
"14717","Slc37a1","SLC37A1"
"14718","Slc37a2","SLC37A2"
"14719","Slc37a3","SLC37A3"
"14720","Slc37a4","SLC37A4"
"14721","Slc38a1","SLC38A1"
"14722","Slc38a10","SLC38A10"
"14723","Slc38a11","SLC38A11"
"14724","Slc38a2","SLC38A2"
"14725","Slc38a3","SLC38A3"
"14726","Slc38a4","SLC38A4"
"14727","Slc38a5","SLC38A5"
"14728","Slc38a6","SLC38A6"
"14729","Slc38a7","SLC38A7"
"14730","Slc38a8","SLC38A8"
"14731","Slc38a9","SLC38A9"
"14732","Slc39a1","SLC39A1"
"14733","Slc39a10","SLC39A10"
"14734","Slc39a11","SLC39A11"
"14735","Slc39a12","SLC39A12"
"14736","Slc39a13","SLC39A13"
"14737","Slc39a14","SLC39A14"
"14738","Slc39a2","SLC39A2"
"14739","Slc39a3","SLC39A3"
"14740","Slc39a4","SLC39A4"
"14741","Slc39a5","SLC39A5"
"14742","Slc39a6","SLC39A6"
"14743","Slc39a7","SLC39A7"
"14744","Slc39a8","SLC39A8"
"14745","Slc39a9","SLC39A9"
"14746","Slc3a1","SLC3A1"
"14747","Slc3a2","SLC3A2"
"14748","Slc40a1","SLC40A1"
"14749","Slc41a1","SLC41A1"
"14750","Slc41a2","SLC41A2"
"14751","Slc41a3","SLC41A3"
"14752","Slc43a1","SLC43A1"
"14753","Slc43a2","SLC43A2"
"14754","Slc43a3","SLC43A3"
"14755","Slc44a1","SLC44A1"
"14756","Slc44a2","SLC44A2"
"14757","Slc44a3","SLC44A3"
"14758","Slc44a4","SLC44A4"
"14759","Slc44a5","SLC44A5"
"14760","Slc45a1","SLC45A1"
"14761","Slc45a2","SLC45A2"
"14762","Slc45a3","SLC45A3"
"14763","Slc45a4","SLC45A4"
"14764","Slc46a1","SLC46A1"
"14765","Slc46a2","SLC46A2"
"14766","Slc46a3","SLC46A3"
"14767","Slc47a1","SLC47A1"
"14768","Slc47a2","SLC47A1"
"14769","Slc47a1","SLC47A2"
"14770","Slc47a2","SLC47A2"
"14771","Slc48a1","SLC48A1"
"14772","Mfsd7a","SLC49A3"
"14773","Slc4a1","SLC4A1"
"14774","Slc4a10","SLC4A10"
"14775","Slc4a11","SLC4A11"
"14776","Slc4a1ap","SLC4A1AP"
"14777","Slc4a2","SLC4A2"
"14778","Slc4a3","SLC4A3"
"14779","Slc4a4","SLC4A4"
"14780","Slc4a5","SLC4A5"
"14781","Slc4a7","SLC4A7"
"14782","Slc4a8","SLC4A8"
"14783","Slc4a9","SLC4A9"
"14784","Slc50a1","SLC50A1"
"14785","Slc51a","SLC51A"
"14786","Slc51b","SLC51B"
"14787","Slc52a2","SLC52A2"
"14788","Slc52a3","SLC52A3"
"14789","Slc5a1","SLC5A1"
"14790","Slc5a10","SLC5A10"
"14791","Slc5a11","SLC5A11"
"14792","Slc5a12","SLC5A12"
"14793","Slc5a2","SLC5A2"
"14794","Slc5a3","SLC5A3"
"14795","Slc5a4a","SLC5A4"
"14796","Slc5a5","SLC5A5"
"14797","Slc5a6","SLC5A6"
"14798","Slc5a7","SLC5A7"
"14799","Slc5a8","SLC5A8"
"14800","Slc5a9","SLC5A9"
"14801","Slc6a1","SLC6A1"
"14802","Slc6a11","SLC6A11"
"14803","Slc6a12","SLC6A12"
"14804","Slc6a13","SLC6A13"
"14805","Slc6a14","SLC6A14"
"14806","Slc6a15","SLC6A15"
"14807","Slc6a16","SLC6A16"
"14808","Slc6a17","SLC6A17"
"14809","Slc6a18","SLC6A18"
"14810","Slc6a19","SLC6A19"
"14811","Slc6a2","SLC6A2"
"14812","Slc6a20a","SLC6A20"
"14813","Slc6a20b","SLC6A20"
"14814","Slc6a21","SLC6A21P"
"14815","Slc6a3","SLC6A3"
"14816","Slc6a4","SLC6A4"
"14817","Slc6a5","SLC6A5"
"14818","Slc6a6","SLC6A6"
"14819","Slc6a7","SLC6A7"
"14820","Slc6a8","SLC6A8"
"14821","Slc6a9","SLC6A9"
"14822","Slc7a1","SLC7A1"
"14823","Slc7a10","SLC7A10"
"14824","Slc7a11","SLC7A11"
"14825","Slc7a13","SLC7A13"
"14826","Slc7a14","SLC7A14"
"14827","Slc7a15","SLC7A15P"
"14828","Slc7a2","SLC7A2"
"14829","Slc7a3","SLC7A3"
"14830","Slc7a4","SLC7A4"
"14831","Slc7a5","SLC7A5"
"14832","Slc7a6","SLC7A6"
"14833","Slc7a6os","SLC7A6OS"
"14834","Slc7a7","SLC7A7"
"14835","Slc7a8","SLC7A8"
"14836","Slc7a9","SLC7A9"
"14837","Slc8a1","SLC8A1"
"14838","Slc8a2","SLC8A2"
"14839","Slc8a3","SLC8A3"
"14840","Slc8b1","SLC8B1"
"14841","Slc9a1","SLC9A1"
"14842","Slc9a2","SLC9A2"
"14843","Slc9a3","SLC9A3"
"14844","Slc9a3r1","SLC9A3R1"
"14845","Slc9a3r2","SLC9A3R2"
"14846","Slc9a4","SLC9A4"
"14847","Slc9a5","SLC9A5"
"14848","Slc9a6","SLC9A6"
"14849","Slc9a7","SLC9A7"
"14850","Slc9a8","SLC9A8"
"14851","Slc9a9","SLC9A9"
"14852","Slc9b1","SLC9B1"
"14853","Slc9b2","SLC9B2"
"14854","Slc9c1","SLC9C1"
"14855","Gm5724","SLCO1A2"
"14856","Gm6614","SLCO1A2"
"14857","Slco1a1","SLCO1A2"
"14858","Slco1a4","SLCO1A2"
"14859","Slco1a5","SLCO1A2"
"14860","Slco1a6","SLCO1A2"
"14861","Slco1b2","SLCO1B1"
"14862","Slco1b2","SLCO1B3"
"14863","Slco1b2","SLCO1B7"
"14864","Slco1c1","SLCO1C1"
"14865","Slco2a1","SLCO2A1"
"14866","Slco2b1","SLCO2B1"
"14867","Slco3a1","SLCO3A1"
"14868","Slco4a1","SLCO4A1"
"14869","Slco4c1","SLCO4C1"
"14870","Slco5a1","SLCO5A1"
"14871","Slco6c1","SLCO6A1"
"14872","Slco6d1","SLCO6A1"
"14873","Slf1","SLF1"
"14874","Slf2","SLF2"
"14875","Slfn3","SLFN12L"
"14876","Slfn4","SLFN12L"
"14877","Slfn8","SLFN13"
"14878","Slfn9","SLFN13"
"14879","Slfn14","SLFN14"
"14880","Slfn5","SLFN5"
"14881","Slfnl1","SLFNL1"
"14882","Slirp","SLIRP"
"14883","Slit1","SLIT1"
"14884","Slit2","SLIT2"
"14885","Slit3","SLIT3"
"14886","Slitrk1","SLITRK1"
"14887","Slitrk2","SLITRK2"
"14888","Slitrk3","SLITRK3"
"14889","Slitrk4","SLITRK4"
"14890","Slitrk5","SLITRK5"
"14891","Slitrk6","SLITRK6"
"14892","Slk","SLK"
"14893","Slmap","SLMAP"
"14894","Sln","SLN"
"14895","Slpi","SLPI"
"14896","Sltm","SLTM"
"14897","Slu7","SLU7"
"14898","Slurp1","SLURP1"
"14899","Slx1b","SLX1A"
"14900","Slx1b","SLX1B"
"14901","Slx4","SLX4"
"14902","Slx4ip","SLX4IP"
"14903","Smad1","SMAD1"
"14904","Smad2","SMAD2"
"14905","Smad3","SMAD3"
"14906","Smad4","SMAD4"
"14907","Smad5","SMAD5"
"14908","Smad6","SMAD6"
"14909","Smad7","SMAD7"
"14910","Smad9","SMAD9"
"14911","Smagp","SMAGP"
"14912","Smap1","SMAP1"
"14913","Smap2","SMAP2"
"14914","Smarca1","SMARCA1"
"14915","Smarca2","SMARCA2"
"14916","Smarca4","SMARCA4"
"14917","Smarca5","SMARCA5"
"14918","Smarcad1","SMARCAD1"
"14919","Smarcal1","SMARCAL1"
"14920","Smarcb1","SMARCB1"
"14921","Smarcc1","SMARCC1"
"14922","Smarcc2","SMARCC2"
"14923","Smarcd1","SMARCD1"
"14924","Smarcd2","SMARCD2"
"14925","Smarcd3","SMARCD3"
"14926","Smarce1","SMARCE1"
"14927","Smbd1","SMBD1P"
"14928","Smc1a","SMC1A"
"14929","Smc1b","SMC1B"
"14930","Smc2","SMC2"
"14931","Smc3","SMC3"
"14932","Smc4","SMC4"
"14933","Smc5","SMC5"
"14934","Smc6","SMC6"
"14935","Smchd1","SMCHD1"
"14936","Smco1","SMCO1"
"14937","Smco2","SMCO2"
"14938","Smco3","SMCO3"
"14939","Smco4","SMCO4"
"14940","Smcp","SMCP"
"14941","Smcr8","SMCR8"
"14942","Smdt1","SMDT1"
"14943","Smg1","SMG1"
"14944","Smg5","SMG5"
"14945","Smg6","SMG6"
"14946","Smg7","SMG7"
"14947","Smg8","SMG8"
"14948","Smg9","SMG9"
"14949","Smim1","SMIM1"
"14950","Smim10l1","SMIM10L1"
"14951","Smim10l2a","SMIM10L2A"
"14952","Smim11","SMIM11A"
"14953","Smim12","SMIM12"
"14954","Smim13","SMIM13"
"14955","Smim14","SMIM14"
"14956","Smim15","SMIM15"
"14957","Smim17","SMIM17"
"14958","Smim18","SMIM18"
"14959","Smim19","SMIM19"
"14960","Smim20","SMIM20"
"14961","Smim22","SMIM22"
"14962","Smim23","SMIM23"
"14963","Smim24","SMIM24"
"14964","Smim3","SMIM3"
"14965","2610001J05Rik","SMIM30"
"14966","BC030870","SMIM31"
"14967","Gm45623","SMIM32"
"14968","Smim34","SMIM34A"
"14969","BC049352","SMIM35"
"14970","Gm45716","SMIM36"
"14971","Smim4","SMIM4"
"14972","Smim5","SMIM5"
"14973","Smim6","SMIM6"
"14974","Smim7","SMIM7"
"14975","Smim8","SMIM8"
"14976","Smim9","SMIM9"
"14977","Smlr1","SMLR1"
"14978","Smn1","SMN1"
"14979","Smn1","SMN2"
"14980","Smndc1","SMNDC1"
"14981","Smo","SMO"
"14982","Smoc1","SMOC1"
"14983","Smoc2","SMOC2"
"14984","Smox","SMOX"
"14985","Smpd1","SMPD1"
"14986","Smpd2","SMPD2"
"14987","Smpd3","SMPD3"
"14988","Smpd4","SMPD4"
"14989","Smpd5","SMPD5"
"14990","Smpdl3a","SMPDL3A"
"14991","Smpdl3b","SMPDL3B"
"14992","Smpx","SMPX"
"14993","Smr3a","SMR3A"
"14994","Sms","SMS"
"14995","Smtn","SMTN"
"14996","Smtnl1","SMTNL1"
"14997","Smtnl2","SMTNL2"
"14998","Smu1","SMU1"
"14999","Smug1","SMUG1"
"15000","Smurf1","SMURF1"
"15001","Smurf2","SMURF2"
"15002","Smyd1","SMYD1"
"15003","Smyd2","SMYD2"
"15004","Smyd3","SMYD3"
"15005","Smyd4","SMYD4"
"15006","Smyd5","SMYD5"
"15007","Snai1","SNAI1"
"15008","Snai2","SNAI2"
"15009","Snai3","SNAI3"
"15010","Snap23","SNAP23"
"15011","Snap25","SNAP25"
"15012","Snap29","SNAP29"
"15013","Snap47","SNAP47"
"15014","Snap91","SNAP91"
"15015","Snapc1","SNAPC1"
"15016","Snapc2","SNAPC2"
"15017","Snapc3","SNAPC3"
"15018","Snapc4","SNAPC4"
"15019","Snapc5","SNAPC5"
"15020","Snapin","SNAPIN"
"15021","Snca","SNCA"
"15022","Sncaip","SNCAIP"
"15023","Sncb","SNCB"
"15024","Sncg","SNCG"
"15025","Snd1","SND1"
"15026","Sned1","SNED1"
"15027","Snf8","SNF8"
"15028","Snhg10","SNHG10"
"15029","Snhg11","SNHG11"
"15030","Snhg15","SNHG15"
"15031","Snhg20","SNHG20"
"15032","Snhg6","SNHG6"
"15033","Snhg7","SNHG7"
"15034","Snhg9","SNHG9"
"15035","Snip1","SNIP1"
"15036","Snn","SNN"
"15037","Snora62","SNORA62"
"15038","Snora64","SNORA64"
"15039","Snorc","SNORC"
"15040","Snord123","SNORD123"
"15041","Snord32a","SNORD32A"
"15042","Snord33","SNORD33"
"15043","Snord34","SNORD34"
"15044","Snord35b","SNORD35B"
"15045","Snord61","SNORD61"
"15046","Snord82","SNORD82"
"15047","Snph","SNPH"
"15048","Snrk","SNRK"
"15049","Snrnp200","SNRNP200"
"15050","Snrnp25","SNRNP25"
"15051","Snrnp27","SNRNP27"
"15052","Snrnp35","SNRNP35"
"15053","Snrnp40","SNRNP40"
"15054","Snrnp48","SNRNP48"
"15055","Snrnp70","SNRNP70"
"15056","Snrpa","SNRPA"
"15057","Snrpa1","SNRPA1"
"15058","Snrpb","SNRPB"
"15059","Snrpb2","SNRPB2"
"15060","Snrpc","SNRPC"
"15061","Snrpd1","SNRPD1"
"15062","Snrpd2","SNRPD2"
"15063","Snrpd3","SNRPD3"
"15064","Snrpe","SNRPE"
"15065","Snrpf","SNRPF"
"15066","Snrpg","SNRPG"
"15067","Snrpn","SNRPN"
"15068","Snta1","SNTA1"
"15069","Sntb1","SNTB1"
"15070","Sntb2","SNTB2"
"15071","Sntg1","SNTG1"
"15072","Sntg2","SNTG2"
"15073","Sntn","SNTN"
"15074","Snu13","SNU13"
"15075","Snupn","SNUPN"
"15076","Snurf","SNURF"
"15077","Snw1","SNW1"
"15078","Snx1","SNX1"
"15079","Snx10","SNX10"
"15080","Snx11","SNX11"
"15081","Snx12","SNX12"
"15082","Snx13","SNX13"
"15083","Snx14","SNX14"
"15084","Snx15","SNX15"
"15085","Snx16","SNX16"
"15086","Snx17","SNX17"
"15087","Snx18","SNX18"
"15088","Snx19","SNX19"
"15089","Snx2","SNX2"
"15090","Snx20","SNX20"
"15091","Snx21","SNX21"
"15092","Snx22","SNX22"
"15093","Snx24","SNX24"
"15094","Snx25","SNX25"
"15095","Snx27","SNX27"
"15096","Snx29","SNX29"
"15097","Snx3","SNX3"
"15098","Snx30","SNX30"
"15099","Snx31","SNX31"
"15100","Snx32","SNX32"
"15101","Snx33","SNX33"
"15102","Snx4","SNX4"
"15103","Snx5","SNX5"
"15104","Snx6","SNX6"
"15105","Snx7","SNX7"
"15106","Snx8","SNX8"
"15107","Snx9","SNX9"
"15108","Soat1","SOAT1"
"15109","Soat2","SOAT2"
"15110","Sobp","SOBP"
"15111","Socs1","SOCS1"
"15112","Socs2","SOCS2"
"15113","Socs3","SOCS3"
"15114","Socs4","SOCS4"
"15115","Socs5","SOCS5"
"15116","Socs6","SOCS6"
"15117","Socs7","SOCS7"
"15118","Sod1","SOD1"
"15119","Sod2","SOD2"
"15120","Sod3","SOD3"
"15121","Soga1","SOGA1"
"15122","Soga3","SOGA3"
"15123","Sohlh1","SOHLH1"
"15124","Son","SON"
"15125","Sorbs1","SORBS1"
"15126","Sorbs2","SORBS2"
"15127","Sorbs3","SORBS3"
"15128","Sorcs1","SORCS1"
"15129","Sorcs2","SORCS2"
"15130","Sorcs3","SORCS3"
"15131","Sord","SORD"
"15132","Sorl1","SORL1"
"15133","Sort1","SORT1"
"15134","Sos1","SOS1"
"15135","Sos2","SOS2"
"15136","Sost","SOST"
"15137","Sostdc1","SOSTDC1"
"15138","Sowaha","SOWAHA"
"15139","Sowahb","SOWAHB"
"15140","Sowahc","SOWAHC"
"15141","Sowahd","SOWAHD"
"15142","Sox1","SOX1"
"15143","Sox10","SOX10"
"15144","Sox11","SOX11"
"15145","Sox12","SOX12"
"15146","Sox13","SOX13"
"15147","Sox14","SOX14"
"15148","Sox15","SOX15"
"15149","Sox17","SOX17"
"15150","Sox18","SOX18"
"15151","Sox1ot","SOX1-OT"
"15152","Sox2","SOX2"
"15153","Sox21","SOX21"
"15154","Sox3","SOX3"
"15155","Sox30","SOX30"
"15156","Sox4","SOX4"
"15157","Sox5","SOX5"
"15158","Sox6","SOX6"
"15159","Sox7","SOX7"
"15160","Sox8","SOX8"
"15161","Sox9","SOX9"
"15162","Sp1","SP1"
"15163","Sp100","SP100"
"15164","Sp110","SP110"
"15165","Sp140","SP140"
"15166","Sp140","SP140L"
"15167","Sp2","SP2"
"15168","Sp3","SP3"
"15169","Sp4","SP4"
"15170","Sp5","SP5"
"15171","Sp6","SP6"
"15172","Sp7","SP7"
"15173","Sp8","SP8"
"15174","Sp9","SP9"
"15175","Spa17","SPA17"
"15176","Spaar","SPAAR"
"15177","Spaca1","SPACA1"
"15178","Spaca3","SPACA3"
"15179","Spaca4","SPACA4"
"15180","Spaca5","SPACA5"
"15181","Spaca5","SPACA5B"
"15182","Spaca6","SPACA6"
"15183","Spaca7","SPACA7"
"15184","Spaca9","SPACA9"
"15185","Spag1","SPAG1"
"15186","Spag11b","SPAG11B"
"15187","Spag16","SPAG16"
"15188","Spag17","SPAG17"
"15189","Spag4","SPAG4"
"15190","Spag5","SPAG5"
"15191","Spag6","SPAG6"
